call_id,date,lob,experience,queue,frustration,state,state_frust
919.0,2019-10,Refinance,NA,NA,2,KY,4
920.0,2019-10,Dealer,NA,NA,1,CA,5
921.0,2019-10,Servicing,Set Up My Loan,SML-COL-3,4,NY,3
922.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-2,4,MO,5
923.0,2019-10,Servicing,Navigate My Account,NMA-REC-3,2,TX,3
924.0,2019-10,United Income,NA,NA,3,KS,4
925.0,2019-10,Servicing,Help Me Catch Up,HMC-ESC-5,3,VA,2
926.0,2019-10,Consumer Auto,NA,NA,3,NJ,4
927.0,2019-10,Consumer Auto,NA,NA,2,VA,2
928.0,2019-10,Refinance,NA,NA,1,DE,4
929.0,2019-10,Dealer,NA,NA,2,PA,7
930.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-1,6,CA,5
931.0,2019-10,Servicing,Inside Sales,IS-CRS-4,7,AR,3
932.0,2019-10,Servicing,Help Me Catch Up,HMC-REC-1,3,MO,3
933.0,2019-10,Dealer,NA,NA,2,MS,5
934.0,2019-10,Servicing,Close My Account,CMA-ESC-4,3,TX,5
935.0,2019-10,Dealer,NA,NA,2,AL,2
936.0,2019-10,Servicing,Inside Sales,IS-REC-4,8,OR,4
937.0,2019-10,United Income,NA,NA,3,MO,5
938.0,2019-10,Servicing,Set Up My Loan,SML-REC-1,7,AZ,3
939.0,2019-10,Servicing,Move On,MO-CRS-4,2,MI,2
940.0,2019-10,Refinance,NA,NA,3,CO,1
941.0,2019-10,Servicing,Close My Account,CMA-COL-4,3,CA,3
942.0,2019-10,Dealer,NA,NA,2,MA,4
943.0,2019-10,Consumer Auto,NA,NA,2,FL,3
944.0,2019-10,Dealer,NA,NA,1,FL,4
945.0,2019-10,Servicing,Fund My Deal,FMD-ESC-2,2,LA,7
946.0,2019-10,United Income,NA,NA,3,NC,5
947.0,2019-10,Consumer Auto,NA,NA,5,MA,2
948.0,2019-10,Refinance,NA,NA,2,NJ,4
949.0,2019-10,Dealer,NA,NA,2,NY,4
950.0,2019-10,Dealer,NA,NA,3,WA,4
951.0,2019-10,Consumer Auto,NA,NA,2,SC,5
952.0,2019-10,Consumer Auto,NA,NA,3,TX,4
953.0,2019-10,Consumer Auto,NA,NA,2,TX,2
954.0,2019-10,Refinance,NA,NA,1,NY,4
955.0,2019-10,Servicing,Outside Sales,OS-COL-3,6,NH,2
956.0,2019-10,Consumer Auto,NA,NA,3,VA,2
957.0,2019-10,Servicing,Keep Me In My Car,KMIC-REC-2,4,FL,4
958.0,2019-10,Consumer Auto,NA,NA,1,CA,5
959.0,2019-10,Servicing,Keep Me In My Car,KMIC-DIG-3,2,NC,4
960.0,2019-10,Dealer,NA,NA,1,TX,3
961.0,2019-10,Dealer,NA,NA,2,MI,3
962.0,2019-10,Dealer,NA,NA,3,FL,3
963.0,2019-10,Consumer Auto,NA,NA,2,MO,2
964.0,2019-10,Servicing,Move On,MO-CRS-1,7,FL,3
965.0,2019-10,Dealer,NA,NA,2,MO,4
966.0,2019-10,Dealer,NA,NA,2,IL,6
967.0,2019-10,Consumer Auto,NA,NA,3,CA,5
968.0,2019-10,United Income,NA,NA,2,OR,4
969.0,2019-10,Servicing,Inside Sales,IS-ENQ-2,5,PA,4
970.0,2019-10,Consumer Auto,NA,NA,2,FL,4
971.0,2019-10,United Income,NA,NA,3,OH,4
972.0,2019-10,Servicing,Fund My Deal,FMD-COL-3,7,GA,6
973.0,2019-10,Refinance,NA,NA,5,PA,4
974.0,2019-10,Dealer,NA,NA,1,MI,4
975.0,2019-10,Dealer,NA,NA,5,OK,5
976.0,2019-10,Consumer Auto,NA,NA,2,MA,2
977.0,2019-10,Dealer,NA,NA,1,OH,4
978.0,2019-10,Consumer Auto,NA,NA,2,OR,4
979.0,2019-10,Consumer Auto,NA,NA,3,TN,5
980.0,2019-10,Servicing,Move On,MO-REC-2,3,LA,3
981.0,2019-10,Refinance,NA,NA,2,ID,3
982.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-1,4,SC,3
983.0,2019-10,Dealer,NA,NA,2,IN,6
984.0,2019-10,Servicing,Navigate My Account,NMA-ENQ-2,4,OH,5
985.0,2019-10,Dealer,NA,NA,4,GA,4
986.0,2019-10,United Income,NA,NA,3,AZ,4
987.0,2019-10,Servicing,Navigate My Account,NMA-ESC-3,2,CA,3
988.0,2019-10,Dealer,NA,NA,4,OK,4
989.0,2019-10,Servicing,Fund My Deal,FMD-CRS-5,5,MI,5
990.0,2019-10,Servicing,Inside Sales,IS-PW-4,6,FL,4
991.0,2019-10,Servicing,Navigate My Account,NMA-COL-3,4,TX,5
992.0,2019-10,Dealer,NA,NA,2,CA,4
993.0,2019-10,Servicing,Close My Account,CMA-COL-3,4,KS,5
994.0,2019-10,Servicing,Vehicle Resolution,VR-DIG-2,2,LA,4
995.0,2019-10,Dealer,NA,NA,3,TX,6
996.0,2019-10,Servicing,Vehicle Resolution,VR-DIG-1,7,AZ,4
997.0,2019-10,Dealer,NA,NA,3,CA,4
998.0,2019-10,Servicing,Move On,MO-REC-1,3,TX,4
999.0,2019-10,Refinance,NA,NA,2,TX,6
1000.0,2019-10,Servicing,Keep Me In My Car,KMIC-ENQ-1,3,TX,3
1001.0,2019-10,Servicing,Fund My Deal,FMD-REC-2,3,MO,2
1002.0,2019-10,Servicing,Keep Me In My Car,KMIC-PW-1,8,NE,6
1003.0,2019-10,Dealer,NA,NA,3,FL,4
1004.0,2019-10,Servicing,Inside Sales,IS-CRS-3,4,TN,6
1005.0,2019-10,Servicing,Close My Account,CMA-CRS-1,2,OR,3
1006.0,2019-10,Servicing,Decision The Deal,DTD-PW-2,3,CA,3
1007.0,2019-10,Dealer,NA,NA,1,OR,4
1008.0,2019-10,Servicing,Navigate My Account,NMA-ENQ-2,6,NJ,4
1009.0,2019-10,Consumer Auto,NA,NA,2,SC,1
1010.0,2019-10,Consumer Auto,NA,NA,4,NC,3
1011.0,2019-10,Refinance,NA,NA,2,TN,6
1012.0,2019-10,Refinance,NA,NA,4,TX,2
1013.0,2019-10,Servicing,Manage My Leads,MML-CRS-1,3,FL,2
1014.0,2019-10,United Income,NA,NA,2,NV,4
1015.0,2019-10,Servicing,Inside Sales,IS-REC-2,4,CA,3
1016.0,2019-10,Dealer,NA,NA,4,AZ,2
1017.0,2019-10,Consumer Auto,NA,NA,3,NY,5
1018.0,2019-10,Dealer,NA,NA,2,MS,5
1019.0,2019-10,Servicing,Navigate My Account,NMA-REC-2,5,MI,3
1020.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-1,6,PA,4
1021.0,2019-10,Consumer Auto,NA,NA,2,VA,5
1022.0,2019-10,Servicing,Navigate My Account,NMA-REC-1,3,NY,4
1023.0,2019-10,Servicing,Inside Sales,IS-ENQ-5,8,KS,3
1024.0,2019-10,Dealer,NA,NA,2,NC,4
1025.0,2019-10,Servicing,Decision The Deal,DTD-COL-2,2,TX,3
1026.0,2019-10,United Income,NA,NA,4,FL,4
1027.0,2019-10,Consumer Auto,NA,NA,4,NJ,5
1028.0,2019-10,Servicing,Set Up My Loan,SML-CRS-1,2,OK,7
1029.0,2019-10,Dealer,NA,NA,2,MI,3
1030.0,2019-10,Consumer Auto,NA,NA,5,SD,3
1031.0,2019-10,Servicing,Set Up My Loan,SML-REC-1,6,MI,6
1032.0,2019-10,Consumer Auto,NA,NA,2,KY,4
1033.0,2019-10,Dealer,NA,NA,3,RI,4
1034.0,2019-10,Dealer,NA,NA,2,IL,5
1035.0,2019-10,Servicing,Decision The Deal,DTD-DIG-2,2,GA,4
1036.0,2019-10,Dealer,NA,NA,2,ID,2
1037.0,2019-10,Consumer Auto,NA,NA,1,MA,2
1038.0,2019-10,Dealer,NA,NA,1,AZ,4
1039.0,2019-10,Servicing,Help Me Catch Up,HMC-ESC-3,7,PA,4
1040.0,2019-10,Dealer,NA,NA,5,TX,2
1041.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-2,3,WV,4
1042.0,2019-10,United Income,NA,NA,2,FL,3
1043.0,2019-10,Consumer Auto,NA,NA,1,CA,3
1044.0,2019-10,Consumer Auto,NA,NA,4,MA,2
1045.0,2019-10,Servicing,Decision The Deal,DTD-ESC-2,4,TX,4
1046.0,2019-10,Dealer,NA,NA,4,TX,3
1047.0,2019-10,Dealer,NA,NA,2,AK,3
1048.0,2019-10,Refinance,NA,NA,3,VA,1
1049.0,2019-10,United Income,NA,NA,2,CA,4
1050.0,2019-10,Dealer,NA,NA,1,CO,1
1051.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-1,7,PA,3
1052.0,2019-10,United Income,NA,NA,2,MN,3
1053.0,2019-10,Consumer Auto,NA,NA,3,GA,3
1054.0,2019-10,Dealer,NA,NA,1,IL,3
1055.0,2019-10,Refinance,NA,NA,1,FL,4
1056.0,2019-10,Refinance,NA,NA,2,CA,4
1057.0,2019-10,Dealer,NA,NA,2,WI,4
1058.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-2,2,ID,3
1059.0,2019-10,Dealer,NA,NA,2,AR,4
1060.0,2019-10,Consumer Auto,NA,NA,3,TX,3
1061.0,2019-10,Refinance,NA,NA,1,PA,6
1062.0,2019-10,Consumer Auto,NA,NA,3,CT,3
1063.0,2019-10,Servicing,Navigate My Account,NMA-REC-3,2,MN,2
1064.0,2019-10,Consumer Auto,NA,NA,2,IL,4
1065.0,2019-10,Dealer,NA,NA,2,LA,6
1066.0,2019-10,Servicing,Help Me Catch Up,HMC-DIG-4,4,WA,3
1067.0,2019-10,Servicing,Move On,MO-REC-4,6,CA,3
1068.0,2019-10,Consumer Auto,NA,NA,2,UT,5
1069.0,2019-10,Dealer,NA,NA,2,FL,7
1070.0,2019-10,Consumer Auto,NA,NA,2,TX,4
1071.0,2019-10,Dealer,NA,NA,2,TX,5
1072.0,2019-10,Refinance,NA,NA,2,MS,7
1073.0,2019-10,Consumer Auto,NA,NA,2,CA,5
1074.0,2019-10,Servicing,Outside Sales,OS-ENQ-1,3,TX,4
1075.0,2019-10,Servicing,Set Up My Loan,SML-DIG-2,2,CO,2
1076.0,2019-10,Consumer Auto,NA,NA,3,TX,4
1077.0,2019-10,Servicing,Decision The Deal,DTD-COL-2,3,ID,4
1078.0,2019-10,Dealer,NA,NA,3,VA,2
1079.0,2019-10,Servicing,Navigate My Account,NMA-ESC-1,9,MS,6
1080.0,2019-10,Servicing,Set Up My Loan,SML-PW-3,4,OR,6
1081.0,2019-10,Servicing,Help Me Catch Up,HMC-ESC-4,4,CA,3
1082.0,2019-10,Consumer Auto,NA,NA,2,CA,4
1083.0,2019-10,Servicing,Inside Sales,IS-CRS-4,4,FL,4
1084.0,2019-10,Servicing,Manage My Leads,MML-COL-2,2,MN,1
1085.0,2019-10,Servicing,Vehicle Resolution,VR-CRS-3,4,OH,3
1086.0,2019-10,Servicing,Navigate My Account,NMA-COL-3,5,PA,5
1087.0,2019-10,Refinance,NA,NA,3,NC,4
1088.0,2019-10,Dealer,NA,NA,2,AZ,3
1089.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-2,3,IL,3
1090.0,2019-10,Dealer,NA,NA,2,CA,3
1091.0,2019-10,Servicing,Vehicle Resolution,VR-PW-2,3,NJ,2
1092.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-3,5,NY,7
1093.0,2019-10,Dealer,NA,NA,1,TN,7
1094.0,2019-10,Servicing,Outside Sales,OS-ENQ-1,1,NY,3
1095.0,2019-10,Servicing,Vehicle Resolution,VR-ENQ-3,6,VA,2
1096.0,2019-10,Consumer Auto,NA,NA,2,ID,1
1097.0,2019-10,Servicing,Help Me Catch Up,HMC-DIG-4,6,CO,3
1098.0,2019-10,Dealer,NA,NA,2,AZ,4
1099.0,2019-10,United Income,NA,NA,3,KY,4
1100.0,2019-10,Servicing,Inside Sales,IS-ENQ-5,8,TX,5
1101.0,2019-10,Refinance,NA,NA,4,DC,4
1102.0,2019-10,Servicing,Set Up My Loan,SML-ESC-1,4,UT,3
1103.0,2019-10,Servicing,Fund My Deal,FMD-PW-5,3,AL,4
1104.0,2019-10,Servicing,Fund My Deal,FMD-PW-1,4,VA,4
1105.0,2019-10,Servicing,Navigate My Account,NMA-DIG-2,3,PA,4
1106.0,2019-10,Dealer,NA,NA,1,VA,1
1107.0,2019-10,Consumer Auto,NA,NA,2,MS,4
1108.0,2019-10,Consumer Auto,NA,NA,2,IL,4
1109.0,2019-10,Servicing,Decision The Deal,DTD-CRS-2,2,CO,2
1110.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-2,1,IN,4
1111.0,2019-10,United Income,NA,NA,2,NC,4
1112.0,2019-10,Servicing,Decision The Deal,DTD-CRS-2,2,OH,4
1113.0,2019-10,Servicing,Manage My Leads,MML-DIG-2,2,GA,3
1114.0,2019-10,Servicing,Move On,MO-PW-4,3,PA,3
1115.0,2019-10,Servicing,Keep Me In My Car,KMIC-ESC-5,4,CA,3
1116.0,2019-10,Refinance,NA,NA,2,FL,6
1117.0,2019-10,Servicing,Close My Account,CMA-DIG-3,7,FL,3
1118.0,2019-10,Servicing,Help Me Catch Up,HMC-DIG-1,4,IL,4
1119.0,2019-10,Servicing,Manage My Leads,MML-CRS-3,4,MN,2
1120.0,2019-10,Servicing,Decision The Deal,DTD-DIG-2,4,KS,4
1121.0,2019-10,Servicing,Inside Sales,IS-PW-5,5,NV,4
1122.0,2019-10,Refinance,NA,NA,2,NY,5
1123.0,2019-10,Servicing,Help Me Catch Up,HMC-COL-2,3,CA,4
1124.0,2019-10,Servicing,Decision The Deal,DTD-PW-1,7,FL,4
1125.0,2019-10,Dealer,NA,NA,3,MA,2
1126.0,2019-10,Consumer Auto,NA,NA,5,TN,4
1127.0,2019-10,Consumer Auto,NA,NA,2,AZ,4
1128.0,2019-10,Dealer,NA,NA,1,MI,5
1129.0,2019-10,Consumer Auto,NA,NA,4,FL,4
1130.0,2019-10,Servicing,Close My Account,CMA-ESC-3,2,MD,4
1131.0,2019-10,Refinance,NA,NA,3,TX,2
1132.0,2019-10,Consumer Auto,NA,NA,2,MN,2
1133.0,2019-10,Consumer Auto,NA,NA,2,IL,5
1134.0,2019-10,Dealer,NA,NA,2,MI,2
1135.0,2019-10,Servicing,Fund My Deal,FMD-ESC-3,5,NH,2
1136.0,2019-10,Dealer,NA,NA,4,OK,3
1137.0,2019-10,Servicing,Help Me Catch Up,HMC-REC-1,3,AL,3
1138.0,2019-10,Refinance,NA,NA,2,CA,3
1139.0,2019-10,United Income,NA,NA,3,MA,4
1140.0,2019-10,Servicing,Inside Sales,IS-COL-4,2,LA,4
1141.0,2019-10,Servicing,Set Up My Loan,SML-PW-4,9,TX,4
1142.0,2019-10,Dealer,NA,NA,1,TX,4
1143.0,2019-10,Dealer,NA,NA,2,PA,6
1144.0,2019-10,Refinance,NA,NA,3,FL,4
1145.0,2019-10,Dealer,NA,NA,3,TN,4
1146.0,2019-10,Servicing,Manage My Leads,MML-COL-1,3,KY,4
1147.0,2019-10,Dealer,NA,NA,2,NC,7
1148.0,2019-10,Dealer,NA,NA,4,MD,6
1149.0,2019-10,Dealer,NA,NA,2,PA,2
1150.0,2019-10,Servicing,Set Up My Loan,SML-ENQ-4,4,VA,2
1151.0,2019-10,Servicing,Inside Sales,IS-REC-4,9,IL,3
1152.0,2019-10,Dealer,NA,NA,4,MD,4
1153.0,2019-10,Servicing,Keep Me In My Car,KMIC-ESC-5,2,MI,7
1154.0,2019-10,Servicing,Navigate My Account,NMA-DIG-2,7,IL,5
1155.0,2019-10,Consumer Auto,NA,NA,4,FL,4
1156.0,2019-10,Consumer Auto,NA,NA,3,MI,5
1157.0,2019-10,Servicing,Vehicle Resolution,VR-PW-3,4,MO,4
1158.0,2019-10,Servicing,Inside Sales,IS-COL-1,2,OR,4
1159.0,2019-10,Servicing,Fund My Deal,FMD-ENQ-1,4,TN,5
1160.0,2019-10,Servicing,Decision The Deal,DTD-COL-2,2,IL,5
1161.0,2019-10,Consumer Auto,NA,NA,2,CA,2
1162.0,2019-10,Servicing,Navigate My Account,NMA-COL-3,2,GA,3
1163.0,2019-10,Consumer Auto,NA,NA,3,KY,6
1164.0,2019-10,Servicing,Close My Account,CMA-PW-2,6,CA,6
1165.0,2019-10,Refinance,NA,NA,4,MD,3
1166.0,2019-10,Dealer,NA,NA,2,MI,4
1167.0,2019-10,United Income,NA,NA,2,TN,6
1168.0,2019-10,Servicing,Set Up My Loan,SML-ESC-2,7,CA,7
1169.0,2019-10,Servicing,Decision The Deal,DTD-CRS-1,6,IN,4
1170.0,2019-10,Dealer,NA,NA,1,MD,4
1171.0,2019-10,Servicing,Inside Sales,IS-ESC-3,4,MT,6
1172.0,2019-10,Servicing,Fund My Deal,FMD-ENQ-4,4,NY,4
1173.0,2019-10,Servicing,Decision The Deal,DTD-PW-2,6,IL,4
1174.0,2019-10,Refinance,NA,NA,1,TN,3
1175.0,2019-10,Servicing,Vehicle Resolution,VR-PW-4,3,WA,5
1176.0,2019-10,Dealer,NA,NA,2,TX,5
1177.0,2019-10,Consumer Auto,NA,NA,1,IN,4
1178.0,2019-10,Dealer,NA,NA,2,UT,2
1179.0,2019-10,Servicing,Manage My Leads,MML-PW-1,3,NC,5
1180.0,2019-10,Servicing,Fund My Deal,FMD-ENQ-4,4,AL,6
1181.0,2019-10,Dealer,NA,NA,2,OH,3
1182.0,2019-10,Servicing,Keep Me In My Car,KMIC-REC-4,5,OH,4
1183.0,2019-10,Consumer Auto,NA,NA,3,CO,2
1184.0,2019-10,Consumer Auto,NA,NA,1,SC,3
1185.0,2019-10,Consumer Auto,NA,NA,5,CA,3
1186.0,2019-10,Refinance,NA,NA,2,MI,5
1187.0,2019-10,Servicing,Decision The Deal,DTD-ENQ-1,4,IN,4
1188.0,2019-10,Servicing,Navigate My Account,NMA-ESC-1,8,NC,5
1189.0,2019-10,United Income,NA,NA,5,CA,3
1190.0,2019-10,Dealer,NA,NA,4,CO,3
1191.0,2019-10,Dealer,NA,NA,2,AR,4
1192.0,2019-10,Consumer Auto,NA,NA,2,TX,3
1193.0,2019-10,United Income,NA,NA,2,TN,4
1194.0,2019-10,Refinance,NA,NA,4,IL,7
1195.0,2019-10,Servicing,Decision The Deal,DTD-REC-2,8,CA,4
1196.0,2019-10,Dealer,NA,NA,3,CA,4
1197.0,2019-10,Consumer Auto,NA,NA,3,SC,1
1198.0,2019-10,Servicing,Inside Sales,IS-DIG-3,6,NY,4
1199.0,2019-10,Servicing,Decision The Deal,DTD-COL-2,3,TX,6
1200.0,2019-10,Servicing,Move On,MO-DIG-1,3,NY,4
1201.0,2019-10,Dealer,NA,NA,1,OK,4
1202.0,2019-10,Dealer,NA,NA,2,SC,4
1203.0,2019-10,Servicing,Move On,MO-REC-2,2,CA,4
1204.0,2019-10,Dealer,NA,NA,4,NJ,4
1205.0,2019-10,Consumer Auto,NA,NA,1,TN,6
1206.0,2019-10,Servicing,Inside Sales,IS-ENQ-5,8,CA,3
1207.0,2019-10,Servicing,Outside Sales,OS-PW-3,2,NY,7
1208.0,2019-10,Consumer Auto,NA,NA,3,CA,6
1209.0,2019-10,United Income,NA,NA,5,TX,4
1210.0,2019-10,Consumer Auto,NA,NA,1,NC,4
1211.0,2019-10,Servicing,Navigate My Account,NMA-CRS-3,9,CA,4
1212.0,2019-10,Refinance,NA,NA,1,CA,5
1213.0,2019-10,United Income,NA,NA,2,LA,4
1214.0,2019-10,Consumer Auto,NA,NA,2,CO,2
1215.0,2019-10,Consumer Auto,NA,NA,2,FL,3
1216.0,2019-10,Servicing,Keep Me In My Car,KMIC-ENQ-5,4,FL,4
1217.0,2019-10,Refinance,NA,NA,3,TX,4
1218.0,2019-10,Consumer Auto,NA,NA,3,MI,4
1219.0,2019-10,Servicing,Decision The Deal,DTD-CRS-2,4,TX,4
1220.0,2019-10,Servicing,Inside Sales,IS-ESC-3,3,FL,4
1221.0,2019-10,Consumer Auto,NA,NA,2,MI,7
1222.0,2019-10,United Income,NA,NA,2,CO,2
1223.0,2019-10,Servicing,Outside Sales,OS-PW-3,4,MS,5
1224.0,2019-10,Dealer,NA,NA,2,ND,2
1225.0,2019-10,Servicing,Inside Sales,IS-DIG-4,2,MN,2
1226.0,2019-10,Consumer Auto,NA,NA,2,NC,4
1227.0,2019-10,Servicing,Close My Account,CMA-ENQ-2,5,IL,4
1228.0,2019-10,Servicing,Vehicle Resolution,VR-CRS-4,9,TX,2
1229.0,2019-10,Servicing,Move On,MO-REC-3,3,CA,5
1230.0,2019-10,Dealer,NA,NA,5,WI,7
1231.0,2019-10,Dealer,NA,NA,2,AZ,2
1232.0,2019-10,Servicing,Fund My Deal,FMD-ENQ-1,4,NC,4
1233.0,2019-10,United Income,NA,NA,2,NC,3
1234.0,2019-10,Servicing,Help Me Catch Up,HMC-CRS-5,4,FL,5
1235.0,2019-10,Dealer,NA,NA,1,MI,3
1236.0,2019-10,Servicing,Decision The Deal,DTD-DIG-2,5,CA,3
1237.0,2019-10,Dealer,NA,NA,2,NY,3
1238.0,2019-10,Servicing,Navigate My Account,NMA-ENQ-1,4,LA,5
1239.0,2019-10,United Income,NA,NA,1,PA,3
1240.0,2019-10,Servicing,Decision The Deal,DTD-CRS-2,1,FL,4
1241.0,2019-10,Refinance,NA,NA,2,OH,4
1242.0,2019-10,Servicing,Decision The Deal,DTD-DIG-2,4,KY,4
1243.0,2019-10,Servicing,Outside Sales,OS-ESC-1,4,NY,2
1244.0,2019-10,Dealer,NA,NA,4,CO,5
1245.0,2019-10,Dealer,NA,NA,2,KY,4
1246.0,2019-10,Consumer Auto,NA,NA,2,SC,2
1247.0,2019-10,Servicing,Decision The Deal,DTD-ENQ-1,6,KS,3
1248.0,2019-10,Refinance,NA,NA,2,OH,4
1249.0,2019-10,Dealer,NA,NA,2,TX,4
1250.0,2019-10,Dealer,NA,NA,2,CA,3
1251.0,2019-10,United Income,NA,NA,1,NY,4
1252.0,2019-10,Servicing,Vehicle Resolution,VR-ENQ-3,3,CA,4
1253.0,2019-10,Servicing,Vehicle Resolution,VR-CRS-4,9,TN,5
1254.0,2019-10,Dealer,NA,NA,3,WA,5
1255.0,2019-10,Servicing,Keep Me In My Car,KMIC-PW-4,3,SC,2
1256.0,2019-10,Servicing,Manage My Leads,MML-ENQ-2,4,NE,4
1257.0,2019-10,Dealer,NA,NA,2,UT,2
1258.0,2019-10,Servicing,Close My Account,CMA-ESC-1,4,VA,2
1259.0,2019-10,United Income,NA,NA,3,IL,2
1260.0,2019-10,Servicing,Navigate My Account,NMA-ENQ-1,3,KY,4
1261.0,2019-10,Servicing,Vehicle Resolution,VR-CRS-1,2,NC,3
1262.0,2019-10,Servicing,Inside Sales,IS-PW-5,6,MI,2
1263.0,2019-10,Servicing,Vehicle Resolution,VR-REC-3,2,NV,2
1264.0,2019-10,Servicing,Vehicle Resolution,VR-REC-3,2,KS,2
1265.0,2019-10,Servicing,Navigate My Account,NMA-REC-2,4,MS,6
1266.0,2019-10,Dealer,NA,NA,4,KY,4
1267.0,2019-10,Dealer,NA,NA,2,MD,5
1268.0,2019-10,Dealer,NA,NA,2,IN,4
1269.0,2019-10,Consumer Auto,NA,NA,2,PA,4
1270.0,2019-10,Servicing,Keep Me In My Car,KMIC-CRS-4,5,NC,4
1271.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-3,2,CO,5
1272.0,2019-10,Refinance,NA,NA,2,CA,6
1273.0,2019-10,Servicing,Outside Sales,OS-ESC-2,5,WI,6
1274.0,2019-10,Servicing,Help Me Catch Up,HMC-REC-1,4,NY,3
1275.0,2019-10,Refinance,NA,NA,1,DC,4
1276.0,2019-10,Dealer,NA,NA,2,DC,4
1277.0,2019-10,Servicing,Close My Account,CMA-COL-4,3,OK,4
1278.0,2019-10,Dealer,NA,NA,3,NY,4
1279.0,2019-10,Dealer,NA,NA,2,FL,4
1280.0,2019-10,United Income,NA,NA,2,WA,3
1281.0,2019-10,Refinance,NA,NA,3,MD,4
1282.0,2019-10,United Income,NA,NA,2,GA,4
1283.0,2019-10,United Income,NA,NA,3,ME,2
1284.0,2019-10,Refinance,NA,NA,2,CA,3
1285.0,2019-10,Dealer,NA,NA,5,MI,6
1286.0,2019-10,Refinance,NA,NA,1,MN,2
1287.0,2019-10,Servicing,Help Me Catch Up,HMC-CRS-5,2,GA,4
1288.0,2019-10,Dealer,NA,NA,2,MO,3
1289.0,2019-10,Servicing,Help Me Catch Up,HMC-ENQ-5,4,CA,5
1290.0,2019-10,Consumer Auto,NA,NA,5,LA,4
1291.0,2019-10,Servicing,Manage My Leads,MML-PW-1,3,FL,4
1292.0,2019-10,Servicing,Set Up My Loan,SML-ENQ-3,2,MA,3
1293.0,2019-10,Refinance,NA,NA,3,VA,2
1294.0,2019-10,Consumer Auto,NA,NA,1,TX,3
1295.0,2019-10,Dealer,NA,NA,4,IN,2
1296.0,2019-10,United Income,NA,NA,3,NY,4
1297.0,2019-10,Dealer,NA,NA,2,OR,4
1298.0,2019-10,Servicing,Move On,MO-COL-1,4,CO,3
1299.0,2019-10,Servicing,Fund My Deal,FMD-COL-3,4,NY,3
1300.0,2019-10,Servicing,Set Up My Loan,SML-ENQ-2,6,MO,4
1301.0,2019-10,Dealer,NA,NA,3,CA,6
1302.0,2019-10,Refinance,NA,NA,2,FL,6
1303.0,2019-10,Servicing,Outside Sales,OS-REC-3,2,TX,4
1304.0,2019-10,Servicing,Outside Sales,OS-COL-3,5,FL,4
1305.0,2019-10,Refinance,NA,NA,1,TX,5
1306.0,2019-10,Consumer Auto,NA,NA,2,NY,5
1307.0,2019-10,Refinance,NA,NA,3,IL,4
1308.0,2019-10,Dealer,NA,NA,2,NC,4
1309.0,2019-10,Dealer,NA,NA,2,TX,4
1310.0,2019-10,Dealer,NA,NA,4,AK,5
1311.0,2019-10,Servicing,Manage My Leads,MML-ENQ-1,2,MS,6
1312.0,2019-10,Servicing,Navigate My Account,NMA-ENQ-3,1,TX,4
1313.0,2019-10,Dealer,NA,NA,2,NY,3
1314.0,2019-10,United Income,NA,NA,3,NJ,4
1315.0,2019-10,Consumer Auto,NA,NA,2,CA,3
1316.0,2019-10,Servicing,Set Up My Loan,SML-ESC-4,1,TX,2
1317.0,2019-10,Refinance,NA,NA,2,MI,4
1318.0,2019-10,Servicing,Close My Account,CMA-PW-1,8,IL,3
1319.0,2019-10,Consumer Auto,NA,NA,3,GA,4
1320.0,2019-10,Dealer,NA,NA,3,OH,4
1321.0,2019-10,Servicing,Decision The Deal,DTD-PW-2,4,FL,2
1322.0,2019-10,United Income,NA,NA,3,PA,6
1323.0,2019-10,Servicing,Inside Sales,IS-ENQ-3,4,IL,6
1324.0,2019-10,Servicing,Help Me Catch Up,HMC-ESC-4,5,TX,4
1325.0,2019-10,Servicing,Navigate My Account,NMA-DIG-2,4,MA,1
1326.0,2019-10,Consumer Auto,NA,NA,2,NY,5
1327.0,2019-10,Refinance,NA,NA,2,TX,7
1328.0,2019-10,Consumer Auto,NA,NA,2,RI,5
1329.0,2019-10,Consumer Auto,NA,NA,1,WI,4
1330.0,2019-10,Consumer Auto,NA,NA,2,CA,4
1331.0,2019-10,Dealer,NA,NA,4,CA,3
1332.0,2019-10,United Income,NA,NA,1,OR,2
1333.0,2019-10,Dealer,NA,NA,4,CA,3
1334.0,2019-10,Servicing,Fund My Deal,FMD-CRS-1,5,TX,4
1335.0,2019-10,Servicing,Outside Sales,OS-ESC-1,4,DC,4
1336.0,2019-10,Dealer,NA,NA,2,TX,3
1337.0,2019-10,Dealer,NA,NA,2,PA,4
1338.0,2019-10,Refinance,NA,NA,1,CA,7
1339.0,2019-10,Dealer,NA,NA,2,OH,3
1340.0,2019-10,Servicing,Help Me Catch Up,HMC-PW-4,6,MO,2
